,parent_id,rank,tax_name,root,below_root,superkingdom,below_superkingdom,below_below_superkingdom,below_below_below_superkingdom,below_below_below_below_superkingdom,phylum,below_phylum,below_below_phylum,subphylum,class,below_class,below_below_class,subclass,order,below_order,below_below_order,suborder,family,below_family,below_below_family,below_below_below_family,subfamily,tribe,genus,below_genus,subgenus,species_group,species_subgroup,species,below_species,below_below_species,below_below_below_species,subspecies,below_subspecies,below_below_subspecies,below_below_below_subspecies
10287,1243577,below_below_subspecies,Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,1243577.0,1243578.0,
10290,605,below_below_subspecies,Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,605.0,1029979.0,
10291,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Saintpaul,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90105.0,,
10295,149539,below_below_subspecies,Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,149539.0,926034.0,
10296,590,species,Salmonella enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,,,,
10297,149539,below_below_subspecies,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,149539.0,550537.0,
10300,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Mikawasima,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,149388.0,,
10301,58712,below_below_subspecies,Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,58712.0,984211.0,
10302,90371,below_below_subspecies,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90371.0,1454645.0,
10303,590,species,Salmonella enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,,,,
10304,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Infantis,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,595.0,,
10306,600,below_below_subspecies,Salmonella enterica subsp. enterica serovar Thompson str. RM6836,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,600.0,1064551.0,
10308,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Infantis,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,595.0,,
10311,108619,below_below_subspecies,Salmonella enterica subsp. enterica serovar Newport str. Levine 1,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,108619.0,930778.0,
10312,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhimurium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90371.0,,
10315,1620419,below_below_below_subspecies,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90371.0,1620419.0,1271862.0
10320,590,species,Salmonella enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,,,,
10321,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Senftenberg,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,28150.0,,
10323,590,species,Salmonella sp. SSDFZ54,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella sp. SSDFZ54,,,,,,,
10329,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Anatum,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,58712.0,,
10330,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Anatum,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,58712.0,,
10336,28901,subspecies,Salmonella enterica subsp. enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,,,
10337,598,below_below_subspecies,Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,598.0,938143.0,
10338,1151172,below_below_subspecies,Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,1151172.0,1208611.0,
10340,90370,below_below_subspecies,Salmonella enterica subsp. enterica serovar Typhi str. CT18,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,220341.0,
10341,90370,below_below_subspecies,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,209261.0,
10342,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10345,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10346,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10350,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10351,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10353,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10354,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhi,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90370.0,,
10363,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Derby,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,28144.0,,
10364,28901,subspecies,Salmonella enterica subsp. enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,,,
10365,143221,below_below_subspecies,Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,143221.0,1003191.0,
10367,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Typhimurium,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90371.0,,
10372,28901,subspecies,Salmonella enterica subsp. enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,,,
10374,59202,below_subspecies,Salmonella enterica subsp. salamae serovar 42:r:-,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59202.0,2500152.0,,
10375,59202,below_subspecies,Salmonella enterica subsp. salamae serovar 42:r:-,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59202.0,2500152.0,,
10377,28901,subspecies,Salmonella enterica subsp. salamae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59202.0,,,
10380,1243615,below_below_subspecies,Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59204.0,1243615.0,1243616.0,
10381,590,species,Salmonella enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,,,,
10382,28901,subspecies,Salmonella enterica subsp. diarizonae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59204.0,,,
10384,1243611,below_below_subspecies,Salmonella enterica subsp. diarizonae serovar 50:k:z str. MZ0080,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59204.0,1243611.0,1243612.0,
10385,28901,subspecies,Salmonella enterica subsp. diarizonae,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59204.0,,,
10390,611,below_below_subspecies,Salmonella enterica subsp. enterica serovar Heidelberg str. SL476,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,611.0,454169.0,
10391,286782,below_below_subspecies,Salmonella enterica subsp. enterica serovar Stanleyville str. CFSAN000624,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,286782.0,1194159.0,
10392,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Newport,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,108619.0,,
10393,913074,below_below_subspecies,Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,913074.0,941187.0,
10396,29482,below_below_subspecies,Salmonella enterica subsp. enterica serovar Abony str. 0014,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,29482.0,1029983.0,
10398,1243585,below_below_subspecies,Salmonella enterica subsp. enterica serovar Ouakam str. SA20034636,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,1243585.0,1243586.0,
10399,119912,below_below_subspecies,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,119912.0,321314.0,
10400,115981,below_below_subspecies,Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,115981.0,859199.0,
10401,192954,below_below_subspecies,Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,192954.0,984237.0,
10404,590,species,Salmonella enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,,,,
10406,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Bardo,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,932733.0,,
10408,28901,subspecies,Salmonella enterica subsp. enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,,,
10409,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Aberdeen,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,260367.0,,
10414,57045,below_below_subspecies,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,57045.0,1016998.0,
10415,1243599,below_below_subspecies,Salmonella enterica subsp. enterica serovar Yovokome str. S-1850,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,1243599.0,1243600.0,
10419,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Goldcoast,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,260678.0,,
10420,58096,below_below_subspecies,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,58096.0,1173427.0,
10423,1242081,below_below_subspecies,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,1242081.0,1242096.0,
10424,340188,below_below_subspecies,Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,340188.0,1410916.0,
10425,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Senftenberg,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,28150.0,,
10427,590,species,Salmonella enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,,,,
10430,211968,below_below_subspecies,Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,211968.0,1173798.0,
10433,59202,below_subspecies,Salmonella enterica subsp. salamae serovar Greenside,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59202.0,297361.0,,
10434,59202,below_subspecies,Salmonella enterica subsp. salamae serovar 57:z29:z42,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59202.0,1710356.0,,
10436,28901,subspecies,Salmonella enterica subsp. enterica,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,,,
10438,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Derby,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,28144.0,,
10439,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Heidelberg,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,611.0,,
10444,90105,below_below_subspecies,Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,90105.0,702982.0,
10446,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Stanleyville,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,286782.0,,
10448,59201,below_subspecies,Salmonella enterica subsp. enterica serovar Gaminara,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,913070.0,,
10449,181798,below_below_subspecies,Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,181798.0,938141.0,
10450,611,below_below_subspecies,Salmonella enterica subsp. enterica serovar Heidelberg str. B182,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59201.0,611.0,1160717.0,
10457,41515,below_below_subspecies,Salmonella enterica subsp. arizonae serovar 62:z36:- str. RKS2983,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59203.0,41515.0,1386967.0,
10458,59203,below_subspecies,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Salmonella,,,,,Salmonella enterica,,,,59203.0,41514.0,,
10462,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10463,562,below_species,Escherichia coli KO11FL,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,Escherichia coli KO11FL,,,,,,
10465,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10466,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10467,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10468,562,below_species,Escherichia coli O121:H19,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,Escherichia coli O121:H19,,,,,,
10470,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10472,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10473,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10475,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10476,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10478,498388,below_below_species,Escherichia coli ATCC 8739,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,Escherichia coli C,481805.0,,,,,
10481,1603259,below_below_species,Escherichia coli O139:H28 str. E24377A,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,Escherichia coli O139:H28,331111.0,,,,,
10488,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10489,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10490,562,below_species,Escherichia coli HS,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,Escherichia coli HS,,,,,,
10491,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
10494,561,species,Escherichia coli,root,cellular organisms,Bacteria,,,,,Proteobacteria,,,,Gammaproteobacteria,,,,Enterobacterales,,,,Enterobacteriaceae,,,,,,Escherichia,,,,,Escherichia coli,,,,,,,
