,no rank,superkingdom,genus,species,order,phylum,class,family,strain,forma specialis,clade,subphylum,suborder,subspecies,species group,species subgroup,subfamily,subgenus,serogroup,serotype,biotype,tribe,subclass,isolate,pathogroup
1842532,unclassified Pelobacter,Bacteria,Pelobacter,Pelobacter sp. SFB93,Desulfuromonadales,Proteobacteria,Deltaproteobacteria,Desulfuromonadaceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1842533,unclassified Acidovorax,Bacteria,Acidovorax,Acidovorax sp. RAC01,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
1842534,unclassified Sinorhizobium,Bacteria,Sinorhizobium,Sinorhizobium sp. RAC02,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiaceae,,,,,,,,,,,,,,,,,
1842536,unclassified Agrobacterium,Bacteria,Agrobacterium,Agrobacterium sp. RAC06,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiaceae,,,,,,,,,,,,,,,,,
1842537,unclassified Hydrogenophaga,Bacteria,Hydrogenophaga,Hydrogenophaga sp. RAC07,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
1842539,unclassified Bosea,Bacteria,Bosea,Bosea sp. RAC05,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,,,,,,,,,,,
1842540,unclassified Methyloversatilis,Bacteria,Methyloversatilis,Methyloversatilis sp. RAC08,Nitrosomonadales,Proteobacteria,Betaproteobacteria,Sterolibacteriaceae,,,,,,,,,,,,,,,,,
1842727,cellular organisms,Bacteria,Rhodoferax,Rhodoferax koreense,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
1843368,unclassified Sphingobium,Bacteria,Sphingobium,Sphingobium sp. RAC03,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1844006,cellular organisms,Bacteria,Phaeobacter,Phaeobacter porticola,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1844999,unclassified Listeria,Bacteria,Listeria,Listeria sp. PSOL-1,Bacillales,Firmicutes,Bacilli,Listeriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1847728,cellular organisms,Bacteria,Companilactobacillus,Lactobacillus allii,Lactobacillales,Firmicutes,Bacilli,Lactobacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1848255,unclassified Actinobacteria,Bacteria,,Actinobacteria bacterium IMCC25003,,Actinobacteria,,,,,Terrabacteria group,,,,,,,,,,,,,,
1848580,unclassified Hafnia,Bacteria,Hafnia,Hafnia sp. CBA7124,Enterobacterales,Proteobacteria,Gammaproteobacteria,Hafniaceae,,,,,,,,,,,,,,,,,
1848754,unclassified Actinobacteria,Bacteria,,Actinobacteria bacterium IMCC19121,,Actinobacteria,,,,,Terrabacteria group,,,,,,,,,,,,,,
1848755,unclassified Actinobacteria,Bacteria,,Actinobacteria bacterium IMCC26077,,Actinobacteria,,,,,Terrabacteria group,,,,,,,,,,,,,,
1848756,unclassified Actinobacteria,Bacteria,,Actinobacteria bacterium IMCC26103,,Actinobacteria,,,,,Terrabacteria group,,,,,,,,,,,,,,
1848766,cellular organisms,Bacteria,Campylobacter,Campylobacter ornithocola,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1848904,cellular organisms,Bacteria,Capnocytophaga,Capnocytophaga stomatis,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1849015,Arcobacter group,Bacteria,Pseudoarcobacter,Pseudoarcobacter acticola,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1849032,unclassified Arthrobacter,Bacteria,Arthrobacter,Arthrobacter sp. U41,Micrococcales,Actinobacteria,Actinobacteria,Micrococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1849491,cellular organisms,Bacteria,Auricoccus,Auricoccus indicus,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1849967,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. SAT1,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1850093,cellular organisms,Bacteria,Hymenobacter,Hymenobacter nivis,Cytophagales,Bacteroidetes,Cytophagia,Hymenobacteraceae,,,FCB group,,,,,,,,,,,,,,
1850238,cellular organisms,Bacteria,Rhizorhabdus,Rhizorhabdus dicambivorans,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1850246,cellular organisms,Bacteria,Urechidicola,Urechidicola croceus,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1850250,unclassified Rhodobacter,Bacteria,Rhodobacter,Rhodobacter sp. LPB0142,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1850252,cellular organisms,Bacteria,Tenacibaculum,Tenacibaculum todarodis,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1850254,unclassified Arcobacter group,Bacteria,,Arcobacter sp. LPB0137,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1850374,unclassified Ancylobacter,Bacteria,Ancylobacter,Ancylobacter sp. TS-1,Rhizobiales,Proteobacteria,Alphaproteobacteria,Xanthobacteraceae,,,,,,,,,,,,,,,,,
1850526,unclassified Arachidicoccus,Bacteria,Arachidicoccus,Arachidicoccus sp. BS20,Chitinophagales,Bacteroidetes,Chitinophagia,Chitinophagaceae,,,FCB group,,,,,,,,,,,,,,
1851148,cellular organisms,Bacteria,Limihaloglobus,Limihaloglobus sulfuriphilus,Sedimentisphaerales,Planctomycetes,Phycisphaerae,Sedimentisphaeraceae,,,PVC group,,,,,,,,,,,,,,
1851167,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. 11-1-2,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1851395,unclassified Actinomyces,Bacteria,Actinomyces,Actinomyces sp. Chiba101,Actinomycetales,Actinobacteria,Actinobacteria,Actinomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1851505,unclassified Cyanobium,Bacteria,Cyanobium,Cyanobium sp. NIES-981,Synechococcales,Cyanobacteria,,Synechococcaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
1851514,cellular organisms,Bacteria,Scandinavium,Scandinavium goeteborgense,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1851544,cellular organisms,Bacteria,Orrella,Orrella dioscoreae,Burkholderiales,Proteobacteria,Betaproteobacteria,Alcaligenaceae,,,,,,,,,,,,,,,,,
1852022,cellular organisms,Bacteria,Roseitalea,Roseitalea porphyridii,Rhizobiales,Proteobacteria,Alphaproteobacteria,Phyllobacteriaceae,,,,,,,,,,,,,,,,,
1852373,cellular organisms,Bacteria,Murdochiella,Murdochiella vaginalis,Tissierellales,Firmicutes,Tissierellia,Peptoniphilaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1852374,Tissierellia incertae sedis,Bacteria,Ezakiella,Ezakiella massiliensis,,Firmicutes,Tissierellia,,,,Terrabacteria group,,,,,,,,,,,,,,
1852377,cellular organisms,Bacteria,Actinomyces,Actinomyces pacaensis,Actinomycetales,Actinobacteria,Actinobacteria,Actinomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1853130,cellular organisms,Bacteria,Pseudomonas,Pseudomonas silesiensis,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
1853276,unclassified Neisseria,Bacteria,Neisseria,Neisseria sp. 10022,Neisseriales,Proteobacteria,Betaproteobacteria,Neisseriaceae,,,,,,,,,,,,,,,,,
1853278,cellular organisms,Bacteria,Neisseria,Neisseria chenwenguii,Neisseriales,Proteobacteria,Betaproteobacteria,Neisseriaceae,,,,,,,,,,,,,,,,,
1854057,unclassified Mesorhizobium,Bacteria,Mesorhizobium,Mesorhizobium sp. AA22,Rhizobiales,Proteobacteria,Alphaproteobacteria,Phyllobacteriaceae,,,,,,,,,,,,,,,,,
1854492,unclassified Sulfurospirillum,Bacteria,Sulfurospirillum,Sulfurospirillum sp. ACSDCE,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1854493,unclassified Sulfurospirillum,Bacteria,Sulfurospirillum,Sulfurospirillum sp. ACSTCE,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1855519,unclassified Sphingobium,Bacteria,Sphingobium,Sphingobium sp. EP60837,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1855823,cellular organisms,Bacteria,Macrococcus,Macrococcus canis,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1855875,cellular organisms,Bacteria,Spiribacter,Spiribacter roseus,Chromatiales,Proteobacteria,Gammaproteobacteria,Ectothiorhodospiraceae,,,,,,,,,,,,,,,,,
1855912,cellular organisms,Bacteria,Luteitalea,Luteitalea pratensis,,Acidobacteria,Vicinamibacteria,Vicinamibacteraceae,,,,,,,,,,,,,,,,,
1856685,unclassified Pseudomonas,Bacteria,Pseudomonas,Pseudomonas sp. TCU-HL1,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
1858609,unclassified Acidovorax,Bacteria,Acidovorax,Acidovorax sp. T1,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
1858656,cellular organisms,Bacteria,Alteromonas,Alteromonas pelagimontana,Alteromonadales,Proteobacteria,Gammaproteobacteria,Alteromonadaceae,,,,,,,,,,,,,,,,,
1860122,unclassified Halothiobacillus,Bacteria,Halothiobacillus,Halothiobacillus sp. LS2,Chromatiales,Proteobacteria,Gammaproteobacteria,Halothiobacillaceae,,,,,,,,,,,,,,,,,
1862358,cellular organisms,Bacteria,Corynebacterium,Corynebacterium choanis,Corynebacteriales,Actinobacteria,Actinobacteria,Corynebacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1867715,unclassified Bosea,Bacteria,Bosea,Bosea sp. Tri-49,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,,,,,,,,,,,
1867719,cellular organisms,Bacteria,Phyllobacterium,Phyllobacterium zundukense,Rhizobiales,Proteobacteria,Alphaproteobacteria,Phyllobacteriaceae,,,,,,,,,,,,,,,,,
1867846,cellular organisms,Bacteria,Legionella,Legionella clemsonensis,Legionellales,Proteobacteria,Gammaproteobacteria,Legionellaceae,,,,,,,,,,,,,,,,,
1868135,unclassified Enterobacter,Bacteria,Enterobacter,Enterobacter sp. HK169,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1868325,unclassified Prosthecochloris,Bacteria,Prosthecochloris,Prosthecochloris sp. CIB 2401,Chlorobiales,Chlorobi,Chlorobia,Chlorobiaceae,,,FCB group,,,,,,,,,,,,,,
1868589,cellular organisms,Bacteria,Phreatobacter,Phreatobacter cathodiphilus,,Proteobacteria,Alphaproteobacteria,,,,,,,,,,,,,,,,,,
1868793,cellular organisms,Bacteria,Jeotgalibaca,Jeotgalibaca porci,Lactobacillales,Firmicutes,Bacilli,Carnobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1868794,cellular organisms,Bacteria,Jeotgalibaca,Jeotgalibaca arthritidis,Lactobacillales,Firmicutes,Bacilli,Carnobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1869241,unclassified Nostoc,Bacteria,Nostoc,Nostoc sp. CENA543,Nostocales,Cyanobacteria,,Nostocaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
1870819,unclassified Paenibacillus,Bacteria,Paenibacillus,Paenibacillus sp. BIHB4019,Bacillales,Firmicutes,Bacilli,Paenibacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1870820,cellular organisms,Bacteria,Paenibacillus,Paenibacillus ihbetae,Bacillales,Firmicutes,Bacilli,Paenibacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1870984,cellular organisms,Bacteria,Anaerococcus,Anaerococcus mediterraneensis,Tissierellales,Firmicutes,Tissierellia,Peptoniphilaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1871021,cellular organisms,Bacteria,Lachnoclostridium,Lachnoclostridium phocaeense,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,,,Terrabacteria group,,,,,,,,,,,,,,
1871025,cellular organisms,Bacteria,Ndongobacter,Ndongobacter massiliensis,,Firmicutes,,,,,Terrabacteria group,,,,,,,,,,,,,,
1871034,unclassified Propionimicrobium,Bacteria,Propionimicrobium,Propionimicrobium sp. Marseille-P3275,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1871037,cellular organisms,Bacteria,,Flavobacteriaceae bacterium,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1871047,unclassified Chryseobacterium,Bacteria,Chryseobacterium,Chryseobacterium sp.,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
1871111,cellular organisms,Bacteria,Acinetobacter,Acinetobacter defluvii,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
1874061,unclassified Sphingopyxis,Bacteria,Sphingopyxis,Sphingopyxis sp. EG6,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1874317,cellular organisms,Bacteria,Marinobacter,Marinobacter salinus,Alteromonadales,Proteobacteria,Gammaproteobacteria,Alteromonadaceae,,,,,,,,,,,,,,,,,
1878942,cellular organisms,Bacteria,Candidatus Fukatsuia,Candidatus Fukatsuia symbiotica,Enterobacterales,Proteobacteria,Gammaproteobacteria,Yersiniaceae,,,,,,,,,,,,,,,,,
1879049,unclassified Acinetobacter,Bacteria,Acinetobacter,Acinetobacter sp. WCHAc010034,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
1879050,cellular organisms,Bacteria,Acinetobacter,Acinetobacter wuhouensis,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
1882682,cellular organisms,Bacteria,Microvirga,Microvirga ossetica,Rhizobiales,Proteobacteria,Alphaproteobacteria,Methylobacteriaceae,,,,,,,,,,,,,,,,,
1883414,cellular organisms,Bacteria,Pistricoccus,Pistricoccus aurantiacus,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Halomonadaceae,,,,,,,,,,,,,,,,,
1883416,unclassified Halomonas,Bacteria,Halomonas,Halomonas sp. 1513,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Halomonadaceae,,,,,,,,,,,,,,,,,
1884263,unclassified Selenomonas,Bacteria,Selenomonas,Selenomonas sp. oral taxon 920,Selenomonadales,Firmicutes,Negativicutes,Selenomonadaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884634,cellular organisms,Bacteria,Candidatus Nanopelagicus,Candidatus Nanopelagicus limnes,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884905,cellular organisms,Bacteria,Candidatus Planktophila,Candidatus Planktophila versatilis,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884907,cellular organisms,Bacteria,Candidatus Planktophila,Candidatus Planktophila vernalis,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884913,cellular organisms,Bacteria,Candidatus Planktophila,Candidatus Planktophila lacus,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884914,cellular organisms,Bacteria,Candidatus Planktophila,Candidatus Planktophila dulcis,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884915,cellular organisms,Bacteria,Candidatus Nanopelagicus,Candidatus Nanopelagicus hibericus,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1884916,cellular organisms,Bacteria,Candidatus Nanopelagicus,Candidatus Nanopelagicus abundans,Candidatus Nanopelagicales,Actinobacteria,Actinobacteria,Candidatus Nanopelagicaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1888195,cellular organisms,Bacteria,Streptococcus,Streptococcus himalayensis,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1889813,unclassified Anaerolineaceae,Bacteria,,Anaerolineaceae bacterium oral taxon 439,Anaerolineales,Chloroflexi,Anaerolineae,Anaerolineaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1890302,cellular organisms,Bacteria,Bacillus,Bacillus wiedmannii,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,Bacillus cereus group,,,,,,,,,,
1891094,cellular organisms,Bacteria,Pandoraea,Pandoraea fibrosis,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,,,,,,,,,,,,,,,,,
1891186,cellular organisms,Bacteria,Vibrio,Vibrio aphrogenes,Vibrionales,Proteobacteria,Gammaproteobacteria,Vibrionaceae,,,,,,,,,,,,,,,,,
1891279,cellular organisms,Bacteria,Thalassospira,Thalassospira indica,Rhodospirillales,Proteobacteria,Alphaproteobacteria,Rhodospirillaceae,,,,,,,,,,,,,,,,,
1891644,cellular organisms,Bacteria,Epidermidibacterium,Epidermidibacterium keratini,Sporichthyales,Actinobacteria,Actinobacteria,Sporichthyaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1891675,cellular organisms,Bacteria,Pantoea,Pantoea alhagi,Enterobacterales,Proteobacteria,Gammaproteobacteria,Erwiniaceae,,,,,,,,,,,,,,,,,
1891787,cellular organisms,Bacteria,Roseobacter,Roseobacter ponti,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1891926,cellular organisms,Bacteria,Fuerstia,Fuerstia marisgermanicae,Planctomycetales,Planctomycetes,Planctomycetia,Planctomycetaceae,,,PVC group,,,,,,,,,,,,,,
1892404,unclassified Bacillus cereus group,Bacteria,Bacillus,Bacillus sp. ABP14,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,Bacillus cereus group,,,,,,,,,,
1892855,unclassified Sphingosinicella,Bacteria,Sphingosinicella,Sphingosinicella sp. BN140058,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1896196,unclassified Porphyrobacter,Bacteria,Porphyrobacter,Porphyrobacter sp. LM 6,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Erythrobacteraceae,,,,,,,,,,,,,,,,,
1896961,unclassified Amycolatopsis,Bacteria,Amycolatopsis,Amycolatopsis sp. AA4,Pseudonocardiales,Actinobacteria,Actinobacteria,Pseudonocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1897729,cellular organisms,Bacteria,Halomonas,Halomonas aestuarii,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Halomonadaceae,,,,,,,,,,,,,,,,,
1898044,unclassified Spiroplasma,Bacteria,Spiroplasma,Spiroplasma sp. TU-14,Entomoplasmatales,Tenericutes,Mollicutes,Spiroplasmataceae,,,Terrabacteria group,,,,,,,,,,,,,,
1898103,cellular organisms,Bacteria,,Rhodocyclaceae bacterium,Rhodocyclales,Proteobacteria,Betaproteobacteria,Rhodocyclaceae,,,,,,,,,,,,,,,,,
1898207,cellular organisms,Bacteria,,Clostridiales bacterium,Clostridiales,Firmicutes,Clostridia,,,,Terrabacteria group,,,,,,,,,,,,,,
1898474,unclassified Macrococcus,Bacteria,Macrococcus,Macrococcus sp. IME1552,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1898684,unclassified Pseudomonas,Bacteria,Pseudomonas,Pseudomonas sp. LPH1,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
1902136,unclassified Streptococcus,Bacteria,Streptococcus,Streptococcus sp. NPS 308,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1902245,unclassified Nakamurella,Bacteria,Nakamurella,Nakamurella sp. s14-144,Nakamurellales,Actinobacteria,Actinobacteria,Nakamurellaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1903186,unclassified Brachybacterium,Bacteria,Brachybacterium,Brachybacterium sp. P6-10-X1,Micrococcales,Actinobacteria,Actinobacteria,Dermabacteraceae,,,Terrabacteria group,,,,,,,,,,,,,,
1903686,unclassified Jeotgalibaca,Bacteria,Jeotgalibaca,Jeotgalibaca sp. PTS2502,Lactobacillales,Firmicutes,Bacilli,Carnobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1903694,cellular organisms,Bacteria,Oceanisphaera,Oceanisphaera avium,Aeromonadales,Proteobacteria,Gammaproteobacteria,Aeromonadaceae,,,,,,,,,,,,,,,,,
1903704,cellular organisms,Bacteria,Tumebacillus,Tumebacillus avium,Bacillales,Firmicutes,Bacilli,Alicyclobacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1904441,cellular organisms,Bacteria,,Rhodobacteraceae bacterium,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1904463,Arcobacter group,Bacteria,Arcobacter,Arcobacter lekithochrous,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1904616,cellular organisms,Bacteria,Streptomyces,Streptomyces fodineus,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1904640,cellular organisms,Bacteria,,Betaproteobacteria bacterium GR16-43,,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,,,
1905288,unclassified Klebsiella,Bacteria,Klebsiella,Klebsiella sp. LTGPAF-6F,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
561231,cellular organisms,Bacteria,Pectobacterium,Pectobacterium parmentieri,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pectobacteriaceae,Pectobacterium parmentieri WPP163,,,,,,,,,,,,,,,,
1905730,cellular organisms,Bacteria,Pectobacterium,Pectobacterium parmentieri,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pectobacteriaceae,,,,,,,,,,,,,,,,,
1905847,unclassified Curtobacterium,Bacteria,Curtobacterium,Curtobacterium sp. BH-2-1-1,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1906275,unclassified Cronobacter,Bacteria,Cronobacter,Cronobacter sp. JZ38,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1906738,unclassified Hyphomonas,Bacteria,Hyphomonas,Hyphomonas sp. Mor2,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Hyphomonadaceae,,,,,,,,,,,,,,,,,
1906741,unclassified Jeongeupia,Bacteria,Jeongeupia,Jeongeupia sp. USM3,Neisseriales,Proteobacteria,Betaproteobacteria,Chromobacteriaceae,,,,,,,,,,,,,,,,,
1906742,unclassified Microbacterium,Bacteria,Microbacterium,Microbacterium sp. BH-3-3-3,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1906744,cellular organisms,Bacteria,Rodentibacter,Rodentibacter heylii,Pasteurellales,Proteobacteria,Gammaproteobacteria,Pasteurellaceae,,,,,,,,,,,,,,,,,
1907578,cellular organisms,Bacteria,Lelliottia,Lelliottia jeotgali,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1908198,cellular organisms,Bacteria,Salinivibrio,Salinivibrio kushneri,Vibrionales,Proteobacteria,Gammaproteobacteria,Vibrionaceae,,,,,,,,,,,,,,,,,
1909293,cellular organisms,Bacteria,,Acetobacteraceae bacterium,Rhodospirillales,Proteobacteria,Alphaproteobacteria,Acetobacteraceae,,,,,,,,,,,,,,,,,
1909395,unclassified Nonomuraea,Bacteria,Nonomuraea,Nonomuraea sp. ATCC 55076,Streptosporangiales,Actinobacteria,Actinobacteria,Streptosporangiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1909732,unclassified Tessaracoccus,Bacteria,Tessaracoccus,Tessaracoccus sp. T2.5-30,Propionibacteriales,Actinobacteria,Actinobacteria,Propionibacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1911175,unclassified Amycolatopsis,Bacteria,Amycolatopsis,Amycolatopsis sp. BJA-103,Pseudonocardiales,Actinobacteria,Actinobacteria,Pseudonocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1911586,unclassified Marinilactibacillus,Bacteria,Marinilactibacillus,Marinilactibacillus sp. 15R,Lactobacillales,Firmicutes,Bacilli,Carnobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1911587,unclassified Virgibacillus,Bacteria,Virgibacillus,Virgibacillus sp. 6R,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1911683,unclassified Tenericutes,Bacteria,,Tenericutes bacterium MZ-XQ,,Tenericutes,,,,,Terrabacteria group,,,,,,,,,,,,,,
1911684,unclassified Tenericutes,Bacteria,,Tenericutes bacterium MO-XQ,,Tenericutes,,,,,Terrabacteria group,,,,,,,,,,,,,,
1912064,cellular organisms,Bacteria,Staphylococcus,Staphylococcus sp. MI 10-1553,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1912795,cellular organisms,Bacteria,Actinomyces,Actinomyces tangfeifanii,Actinomycetales,Actinobacteria,Actinobacteria,Actinomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1912856,unclassified Peptoniphilus,Bacteria,Peptoniphilus,Peptoniphilus sp. ING2-D1G,Tissierellales,Firmicutes,Tissierellia,Peptoniphilaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1912871,Arcobacter group,Bacteria,Malaciobacter,Arcobacter canalis,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
