# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_001006045.1,PRJNA224116,SAMN02988852,,representative genome,113653,113653,Geoglobus ahangari,strain=234,,latest,Complete Genome,Major,Full,2015/05/11,ASM100604v1,Michigan State University,GCA_001006045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/045/GCF_001006045.1_ASM100604v1,,assembly from type material,1.0,1.0,1985.0,1770093.0,GCF_001006045.1_Geoglobus ahangari_strain=234,0.841993586312,53.1085654822,334.0,@GCF_001006045.1_Geoglobus_ahangari_strain_234,103.0,0.0101344,89.0
GCF_900095295.1,PRJNA224116,SAMEA4378819,,representative genome,118062,118062,Methanobacterium congolense,,Buetzberg,latest,Complete Genome,Major,Full,2016/09/08,MCBB,CEBITEC,GCA_900095295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/295/GCF_900095295.1_MCBB,,,3.0,2.0,2278.0,2469575.0,GCF_900095295.1_Methanobacterium congolense,0.833983493642,38.4897806303,5.0,@GCF_900095295.1_Methanobacterium_congolense,105.0,0.0289034,0.0
GCF_002214525.1,PRJNA224116,SAMN03324166,,na,122420,122420,Thermococcus sp. P6,strain=P6,,latest,Complete Genome,Major,Full,2017/07/05,ASM221452v1,Ecole Normale Superieure de Lyon,GCA_002214525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/525/GCF_002214525.1_ASM221452v1,,,1.0,1.0,1567.0,1522818.0,GCF_002214525.1_Thermococcus sp. P6_strain=P6,0.935928538972,54.879440616,262.0,@GCF_002214525.1_Thermococcus_sp._P6_strain_P6,93.0,0.0202718,38.0
GCF_900095815.1,PRJNA224116,SAMEA4408318,,representative genome,145261,145261,Methanothermobacter wolfeii,,SIV6,latest,Complete Genome,Major,Full,2016/12/16,SIV6,CEBITEC,GCA_900095815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/815/GCF_900095815.1_SIV6,,,2.0,1.0,1655.0,1686891.0,GCF_900095815.1_Methanothermobacter wolfeii,0.865361806987,48.8862054513,29.0,@GCF_900095815.1_Methanothermobacter_wolfeii,97.0,0.0193836,2.0
GCF_000008645.1,PRJNA224116,SAMN02603244,,representative genome,187420,145262,Methanothermobacter thermautotrophicus str. Delta H,strain=Delta H,,latest,Complete Genome,Major,Full,1999/12/22,ASM864v1,Genome Therapeutics Corporation,GCA_000008645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/645/GCF_000008645.1_ASM864v1,,assembly from type material,2.0,1.0,1756.0,1751377.0,GCF_000008645.1_Methanothermobacter thermautotrophicus str. Delta H_strain=Delta H,0.905930041463,49.5439302903,31.0,@GCF_000008645.1_Methanothermobacter_thermautotrophicus_str._Delta_H_strain_Delta_H,98.0,0.0115841,132.0
GCF_000145295.1,PRJNA224116,SAMN02603260,,representative genome,79929,145263,Methanothermobacter marburgensis str. Marburg,strain=Marburg,,latest,Complete Genome,Major,Full,2010/08/11,ASM14529v1,Georg-August-University Goettingen,GCA_000145295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/295/GCF_000145295.1_ASM14529v1,,assembly from type material,2.0,2.0,1701.0,1639135.0,GCF_000145295.1_Methanothermobacter marburgensis str. Marburg_strain=Marburg,0.893039316168,48.6406549796,30.0,@GCF_000145295.1_Methanothermobacter_marburgensis_str._Marburg_strain_Marburg,119.0,0.00469446,430.0
GCF_000023945.1,PRJNA224116,SAMN00002611,,representative genome,519442,146826,Halorhabdus utahensis DSM 12940,strain=DSM 12940,,latest,Complete Genome,Major,Full,2009/08/27,ASM2394v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/945/GCF_000023945.1_ASM2394v1,,assembly from type material,1.0,1.0,2919.0,3116795.0,GCF_000023945.1_Halorhabdus utahensis DSM 12940_strain=DSM 12940,0.546934398657,62.8999661511,95.0,@GCF_000023945.1_Halorhabdus_utahensis_DSM_12940_strain_DSM_12940,152.0,0.00491275,230.0
GCF_000179575.2,PRJNA224116,SAMN00100784,,representative genome,647113,155863,Methanothermococcus okinawensis IH1,strain=IH1,,latest,Complete Genome,Major,Full,2011/06/06,ASM17957v2,US DOE Joint Genome Institute (JGI-PGF),GCA_000179575.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/575/GCF_000179575.2_ASM17957v2,,assembly from type material,2.0,2.0,1560.0,1677455.0,GCF_000179575.2_Methanothermococcus okinawensis IH1_strain=IH1,0.854027617545,29.2767913297,227.0,@GCF_000179575.2_Methanothermococcus_okinawensis_IH1_strain_IH1,105.0,0.0238404,287.0
GCF_000017945.1,PRJNA224116,SAMN02598324,,representative genome,453591,160233,Ignicoccus hospitalis KIN4/I,strain=KIN4/I,,latest,Complete Genome,Major,Full,2007/08/29,ASM1794v1,US DOE Joint Genome Institute,GCA_000017945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/945/GCF_000017945.1_ASM1794v1,,assembly from type material,1.0,1.0,1448.0,1297538.0,GCF_000017945.1_Ignicoccus hospitalis KIN4/I_strain=KIN4/I,0.871427685593,56.520348537,395.0,@GCF_000017945.1_Ignicoccus_hospitalis_KIN4/I_strain_KIN4/I,72.0,0.0394034,6.0
GCF_000265525.1,PRJNA224116,SAMN02603492,,representative genome,163003,163003,Thermococcus cleftensis,strain=CL1,,latest,Complete Genome,Major,Full,2012/06/11,ASM26552v1,Kyung Hee University,GCA_000265525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/525/GCF_000265525.1_ASM26552v1,,assembly from type material,1.0,1.0,2033.0,1950313.0,GCF_000265525.1_Thermococcus cleftensis_strain=CL1,0.882246494277,55.8175021138,320.0,@GCF_000265525.1_Thermococcus_cleftensis_strain_CL1,92.0,0.00750387,6.0
GCF_000148385.1,PRJNA224116,SAMN00017002,,na,572478,164451,Vulcanisaeta distributa DSM 14429,strain=DSM 14429,,latest,Complete Genome,Major,Full,2010/09/22,ASM14838v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000148385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/385/GCF_000148385.1_ASM14838v1,,assembly from type material,1.0,1.0,2419.0,2374137.0,GCF_000148385.1_Vulcanisaeta distributa DSM 14429_strain=DSM 14429,0.665733421545,45.4277069942,370.0,@GCF_000148385.1_Vulcanisaeta_distributa_DSM_14429_strain_DSM_14429,116.0,0.0114642,207.0
GCF_000970265.1,PRJNA224116,SAMN03074579,,representative genome,1434111,170861,Methanosarcina lacustris Z-7289,strain=Z-7289,,latest,Complete Genome,Major,Full,2015/04/07,ASM97026v1,University of Illinois at Urbana-Champaign,GCA_000970265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/265/GCF_000970265.1_ASM97026v1,,,3.0,1.0,3241.0,4139808.0,GCF_000970265.1_Methanosarcina lacustris Z-7289_strain=Z-7289,0.611059850738,41.822785018,178.0,@GCF_000970265.1_Methanosarcina_lacustris_Z-7289_strain_Z-7289,113.0,0.00986585,104.0
GCF_000022545.1,PRJNA224116,SAMN02603090,,representative genome,604354,172049,Thermococcus sibiricus MM 739,strain=MM 739,,latest,Complete Genome,Major,Full,2009/06/29,ASM2254v1,Centre,GCA_000022545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/545/GCF_000022545.1_ASM2254v1,,assembly from type material,1.0,1.0,1912.0,1845800.0,GCF_000022545.1_Thermococcus sibiricus MM 739_strain=MM 739,0.932151597507,40.201267743,288.0,@GCF_000022545.1_Thermococcus_sibiricus_MM_739_strain_MM_739,122.0,0.0173617,292.0
GCF_000193375.1,PRJNA224116,SAMN02603093,,na,999630,184117,Thermoproteus uzoniensis 768-20,strain=768-20,,latest,Complete Genome,Major,Full,2011/03/28,ASM19337v1,Centre Bioengineering RAS,GCA_000193375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/375/GCF_000193375.1_ASM19337v1,,,1.0,1.0,2112.0,1936063.0,GCF_000193375.1_Thermoproteus uzoniensis 768-20_strain=768-20,0.59533019283,59.6550835381,366.0,@GCF_000193375.1_Thermoproteus_uzoniensis_768-20_strain_768-20,120.0,0.0102544,10.0
GCF_000022365.1,PRJNA224116,SAMN02603333,,na,593117,187878,Thermococcus gammatolerans EJ3,strain=EJ3; DSM 15229,,latest,Complete Genome,Major,Full,2009/06/12,ASM2236v1,"IGM/ Universit Paris-Sud, France",GCA_000022365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/365/GCF_000022365.1_ASM2236v1,,assembly from type material,1.0,1.0,2117.0,2045438.0,GCF_000022365.1_Thermococcus gammatolerans EJ3_strain=EJ3; DSM 15229,0.925721301688,53.5614865862,271.0,@GCF_000022365.1_Thermococcus_gammatolerans_EJ3_strain_EJ3__DSM_15229,123.0,1e-06,328.0
GCF_002214565.1,PRJNA224116,SAMN03324164,,na,187880,187880,Thermococcus radiotolerans,strain=EJ2,,latest,Complete Genome,Major,Full,2017/07/05,ASM221456v1,Ecole Normale Superieure de Lyon,GCA_002214565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/565/GCF_002214565.1_ASM221456v1,,assembly from type material,1.0,1.0,1984.0,1868990.0,GCF_002214565.1_Thermococcus radiotolerans_strain=EJ2,0.879443923572,55.59767575,264.0,@GCF_002214565.1_Thermococcus_radiotolerans_strain_EJ2,100.0,0.00614544,40.0
GCF_000585495.1,PRJNA224116,SAMN03081537,,representative genome,195522,195522,Thermococcus nautili,strain=30-1,,latest,Complete Genome,Major,Full,2014/03/05,ASM58549v1,Institute de Genetique et Microbiologie,GCA_000585495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/495/GCF_000585495.1_ASM58549v1,,assembly from type material,1.0,1.0,2132.0,1976356.0,GCF_000585495.1_Thermococcus nautili_strain=30-1,0.871335346069,54.8416884407,275.0,@GCF_000585495.1_Thermococcus_nautili_strain_30-1,99.0,1e-06,78.0
GCF_000317795.1,PRJNA224116,SAMN02261426,,representative genome,1056495,200415,Caldisphaera lagunensis DSM 15908,strain=DSM 15908,,latest,Complete Genome,Major,Full,2012/12/10,ASM31779v1,JGI,GCA_000317795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/795/GCF_000317795.1_ASM31779v1,,assembly from type material,1.0,1.0,1490.0,1546846.0,GCF_000317795.1_Caldisphaera lagunensis DSM 15908_strain=DSM 15908,0.728714926069,30.0340176074,431.0,@GCF_000317795.1_Caldisphaera_lagunensis_DSM_15908_strain_DSM_15908,94.0,0.176899,5.0
GCF_000404165.1,PRJNA224116,SAMN02602974,,na,224719,224719,Methanobrevibacter sp. AbM4,strain=AbM4,,latest,Complete Genome,Major,Full,2013/06/03,ASM40416v1,AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre,GCA_000404165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/165/GCF_000404165.1_ASM40416v1,,,3.0,1.0,1667.0,1998189.0,GCF_000404165.1_Methanobrevibacter sp. AbM4_strain=AbM4,0.77030155061,29.0385944473,14.0,@GCF_000404165.1_Methanobrevibacter_sp._AbM4_strain_AbM4,103.0,0.0697096,2.0
GCF_000226975.2,PRJNA224116,SAMN02470038,,representative genome,358396,229731,Halobiforma lacisalsi AJ5,strain=AJ5,,latest,Complete Genome,Major,Full,2017/01/23,ASM22697v3,"College of Life Sciences, Zhejiang University",GCA_000226975.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/975/GCF_000226975.2_ASM22697v3,,assembly from type material,3.0,3.0,4067.0,4381543.0,GCF_000226975.2_Halobiforma lacisalsi AJ5_strain=AJ5,0.473299889622,65.2680802174,86.0,@GCF_000226975.2_Halobiforma_lacisalsi_AJ5_strain_AJ5,155.0,0.0325799,20.0
GCF_001477655.1,PRJNA224116,SAMN03438115,,representative genome,230361,230361,Methanobrevibacter millerae,strain=SM9,,latest,Complete Genome,Major,Full,2015/12/22,ASM147765v1,PGgRc,GCA_001477655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/655/GCF_001477655.1_ASM147765v1,,,2.0,1.0,2202.0,2543538.0,GCF_001477655.1_Methanobrevibacter millerae_strain=SM9,0.786778303502,31.81088704,21.0,@GCF_001477655.1_Methanobrevibacter_millerae_strain_SM9,101.0,0.00416393,0.0
GCF_000144915.1,PRJNA224116,SAMN02603091,,representative genome,666510,242703,Acidilobus saccharovorans 345-15,strain=345-15,,latest,Complete Genome,Major,Full,2010/08/06,ASM14491v1,Centre Bioengineering RAS,GCA_000144915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/915/GCF_000144915.1_ASM14491v1,,assembly from type material,1.0,1.0,1478.0,1496453.0,GCF_000144915.1_Acidilobus saccharovorans 345-15_strain=345-15,0.7881345975,57.2173666664,430.0,@GCF_000144915.1_Acidilobus_saccharovorans_345-15_strain_345-15,105.0,0.0569993,188.0
GCF_000151205.2,PRJNA224116,SAMN02603626,,na,246969,246969,Thermococcus sp. AM4,strain=AM4,,latest,Complete Genome,Major,Full,2011/09/08,ASM15120v2,Moore Foundation,GCA_000151205.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/205/GCF_000151205.2_ASM15120v2,,,1.0,1.0,2231.0,2086428.0,GCF_000151205.2_Thermococcus sp. AM4_strain=AM4,0.891220188005,54.7809941201,272.0,@GCF_000151205.2_Thermococcus_sp._AM4_strain_AM4,101.0,0.00468149,5.0
GCF_002214545.1,PRJNA224116,SAMN03324168,,representative genome,277988,277988,Thermococcus thioreducens,strain=OGL-20P,,latest,Complete Genome,Major,Full,2017/07/05,ASM221454v1,Ecole Normale Superieure de Lyon,GCA_002214545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/545/GCF_002214545.1_ASM221454v1,,assembly from type material,1.0,1.0,2215.0,2065932.0,GCF_002214545.1_Thermococcus thioreducens_strain=OGL-20P,0.870115768196,53.4528726018,263.0,@GCF_002214545.1_Thermococcus_thioreducens_strain_OGL-20P,101.0,0.00584318,68.0
GCF_000009185.1,PRJNA224116,SAMEA3138195,,na,362976,293091,Haloquadratum walsbyi DSM 16790,strain=DSM 16790 = HBSQ001,,latest,Complete Genome,Major,Full,2006/06/22,ASM918v1,Max Planck Institute,GCA_000009185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/185/GCF_000009185.1_ASM918v1,,,2.0,2.0,2667.0,3179361.0,GCF_000009185.1_Haloquadratum walsbyi DSM 16790_strain=DSM 16790 = HBSQ001,0.236503277479,47.8610953585,47.0,@GCF_000009185.1_Haloquadratum_walsbyi_DSM_16790_strain_DSM_16790___HBSQ001,162.0,1e-06,576.0
GCF_000237865.1,PRJNA224116,SAMEA2272799,,representative genome,768065,293091,Haloquadratum walsbyi C23,,,latest,Complete Genome,Major,Full,2011/05/31,ASM23786v1,Max-Planck-Institute of Biochemistry,GCA_000237865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/865/GCF_000237865.1_ASM23786v1,,assembly from type material,2.0,4.0,2758.0,3260476.0,GCF_000237865.1_Haloquadratum walsbyi C23,0.23653178702,47.675922166,48.0,@GCF_000237865.1_Haloquadratum_walsbyi_C23,159.0,0.00232387,619.0
GCF_001563245.1,PRJNA224116,SAMN04335716,,representative genome,294671,294671,Methanobrevibacter olleyae,strain=YLM1,,latest,Complete Genome,Major,Full,2016/02/18,ASM156324v1,PGgRc,GCA_001563245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/245/GCF_001563245.1_ASM156324v1,,,2.0,1.0,1777.0,2201192.0,GCF_001563245.1_Methanobrevibacter olleyae_strain=YLM1,0.845531190424,26.9318169428,15.0,@GCF_001563245.1_Methanobrevibacter_olleyae_strain_YLM1,97.0,0.00754048,1.0
GCF_000235565.1,PRJNA224116,SAMN02603883,,representative genome,1110509,301375,Methanosaeta harundinacea 6Ac,strain=6Ac,,latest,Complete Genome,Major,Full,2011/11/16,ASM23556v1,"State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences",GCA_000235565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/565/GCF_000235565.1_ASM23556v1,,,1.0,2.0,2385.0,2571034.0,GCF_000235565.1_Methanosaeta harundinacea 6Ac_strain=6Ac,0.775308613183,60.5963592858,147.0,@GCF_000235565.1_Methanosaeta_harundinacea_6Ac_strain_6Ac,108.0,0.0493432,14.0
GCF_000009965.1,PRJNA224116,SAMD00061071,,representative genome,69014,311400,Thermococcus kodakarensis KOD1,strain=KOD1,,latest,Complete Genome,Major,Full,2005/01/05,ASM996v1,"Kyoto University, Japan",GCA_000009965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/965/GCF_000009965.1_ASM996v1,,assembly from type material,1.0,1.0,2233.0,2088737.0,,,51.9954881826,,,,,
GCF_003201765.1,PRJNA224116,SAMN09071530,,na,619593,312539,Acidianus sulfidivorans JP7,strain=JP7,,latest,Complete Genome,Major,Full,2018/06/07,ASM320176v1,North Carolina State University,GCA_003201765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/765/GCF_003201765.1_ASM320176v1,,,1.0,1.0,2255.0,2287077.0,GCF_003201765.1_Acidianus sulfidivorans JP7_strain=JP7,0.281107257693,31.0765225657,424.0,@GCF_003201765.1_Acidianus_sulfidivorans_JP7_strain_JP7,116.0,0.0755207,21.0
GCF_000018365.1,PRJNA224116,SAMN02603476,,representative genome,523850,342948,Thermococcus onnurineus NA1,strain=NA1,,latest,Complete Genome,Major,Full,2008/11/06,ASM1836v1,Korea Ocean Research & Development Institute,GCA_000018365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/365/GCF_000018365.1_ASM1836v1,,assembly from type material,1.0,1.0,1934.0,1847607.0,GCF_000018365.1_Thermococcus onnurineus NA1_strain=NA1,0.882561775738,51.2727003091,311.0,@GCF_000018365.1_Thermococcus_onnurineus_NA1_strain_NA1,98.0,0.00493376,7.0
GCF_000211475.1,PRJNA224116,SAMN02603477,,na,342949,342949,Pyrococcus sp. NA2,strain=NA2,,latest,Complete Genome,Major,Full,2011/04/29,ASM21147v1,Korea Ocean Research and Development Institute,GCA_000211475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/475/GCF_000211475.1_ASM21147v1,,,1.0,1.0,1924.0,1861320.0,GCF_000211475.1_Pyrococcus sp. NA2_strain=NA2,0.850361548379,42.7402596007,293.0,@GCF_000211475.1_Pyrococcus_sp._NA2_strain_NA2,105.0,0.00598178,4.0
GCF_000517625.1,PRJNA224116,SAMN00117518,,representative genome,797299,353800,Halostagnicola larsenii XH-48,strain=XH-48,,latest,Complete Genome,Major,Full,2014/01/13,ASM51762v1,JGI,GCA_000517625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/625/GCF_000517625.1_ASM51762v1,,assembly from type material,2.0,5.0,3779.0,4131176.0,GCF_000517625.1_Halostagnicola larsenii XH-48_strain=XH-48,0.411212346284,60.8978169896,82.0,@GCF_000517625.1_Halostagnicola_larsenii_XH-48_strain_XH-48,144.0,0.0817453,70.0
GCF_000017625.1,PRJNA224116,SAMN02598409,,representative genome,456442,358766,Methanoregula boonei 6A8,strain=6A8,,latest,Complete Genome,Major,Full,2007/07/26,ASM1762v1,US DOE Joint Genome Institute,GCA_000017625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/625/GCF_000017625.1_ASM1762v1,,assembly from type material,1.0,1.0,2513.0,2542943.0,GCF_000017625.1_Methanoregula boonei 6A8_strain=6A8,0.77982294797,54.5136088383,134.0,@GCF_000017625.1_Methanoregula_boonei_6A8_strain_6A8,117.0,0.0346442,212.0
GCF_000025665.1,PRJNA224116,SAMN02598523,,representative genome,439481,379547,Aciduliprofundum boonei T469,strain=T469,,latest,Complete Genome,Major,Full,2010/02/24,ASM2566v1,US DOE Joint Genome Institute,GCA_000025665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/665/GCF_000025665.1_ASM2566v1,,,1.0,1.0,1516.0,1486778.0,GCF_000025665.1_Aciduliprofundum boonei T469_strain=T469,0.701855903845,39.1579644036,202.0,@GCF_000025665.1_Aciduliprofundum_boonei_T469_strain_T469,99.0,0.0243811,44.0
GCF_000217715.1,PRJNA224116,SAMN02232028,,representative genome,797210,387343,Halopiger xanaduensis SH-6,strain=SH-6,,latest,Complete Genome,Major,Full,2011/06/09,ASM21771v1,US DOE Joint Genome Institute,GCA_000217715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/715/GCF_000217715.1_ASM21771v1,,assembly from type material,3.0,4.0,4087.0,4355268.0,GCF_000217715.1_Halopiger xanaduensis SH-6_strain=SH-6,0.491989938069,65.1836121221,71.0,@GCF_000217715.1_Halopiger_xanaduensis_SH-6_strain_SH-6,181.0,0.0482361,566.0
GCF_000281695.1,PRJNA224116,SAMN02603638,,na,406552,406552,Natrinema sp. J7-2,strain=J7-2,,latest,Complete Genome,Major,Full,2012/07/25,ASM28169v1,Nankai University,GCA_000281695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/695/GCF_000281695.1_ASM28169v1,,,3.0,2.0,3591.0,3793615.0,GCF_000281695.1_Natrinema sp. J7-2_strain=J7-2,0.51389614535,64.1061362315,75.0,@GCF_000281695.1_Natrinema_sp._J7-2_strain_J7-2,153.0,0.0239553,71.0
GCF_000196895.1,PRJNA224116,SAMN02603490,,representative genome,795797,413810,Halalkalicoccus jeotgali B3,strain=B3,,latest,Complete Genome,Major,Full,2010/06/23,ASM19689v1,Kyung Hee University,GCA_000196895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/895/GCF_000196895.1_ASM19689v1,,assembly from type material,1.0,7.0,3591.0,3698650.0,GCF_000196895.1_Halalkalicoccus jeotgali B3_strain=B3,0.51453778466,62.5205953524,91.0,@GCF_000196895.1_Halalkalicoccus_jeotgali_B3_strain_B3,16.0,0.0972964,178.0
GCF_000591055.1,PRJNA224116,SAMEA3138954,,representative genome,268739,416273,Natronomonas moolapensis 8.8.11,strain=8.8.11,,latest,Complete Genome,Major,Full,2013/02/21,ASM59105v1,Max-Planck-Institute of Biochemistry,GCA_000591055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1,,assembly from type material,1.0,1.0,2715.0,2912573.0,GCF_000591055.1_Natronomonas moolapensis 8.8.11_strain=8.8.11,0.700447036884,64.5258333439,39.0,@GCF_000591055.1_Natronomonas_moolapensis_8.8.11_strain_8.8.11,153.0,0.0330616,678.0
GCF_000970285.1,PRJNA224116,SAMN03074578,,representative genome,1434110,418008,Methanosarcina horonobensis HB-1 = JCM 15518,strain=HB-1,,latest,Complete Genome,Major,Full,2015/04/07,ASM97028v1,University of Illinois at Urbana-Champaign,GCA_000970285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/285/GCF_000970285.1_ASM97028v1,,assembly from type material,3.0,1.0,4120.0,5018607.0,GCF_000970285.1_Methanosarcina horonobensis HB-1 = JCM 15518_strain=HB-1,0.599215557902,41.3110450769,154.0,@GCF_000970285.1_Methanosarcina_horonobensis_HB-1___JCM_15518_strain_HB-1,124.0,0.00268336,116.0
GCF_000306725.1,PRJNA224116,SAMN00739943,,representative genome,1094980,420950,Methanolobus psychrophilus R15,strain=R15,,latest,Complete Genome,Major,Full,2012/10/18,ASM30672v1,Beijing Institute of Genomics,GCA_000306725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/725/GCF_000306725.1_ASM30672v1,,assembly from type material,3.0,1.0,2827.0,3072769.0,GCF_000306725.1_Methanolobus psychrophilus R15_strain=R15,0.658448194732,44.610870521,183.0,@GCF_000306725.1_Methanolobus_psychrophilus_R15_strain_R15,107.0,0.0510866,12.0
GCF_000470655.1,PRJNA224116,SAMEA2271992,,representative genome,1033806,430914,Halorhabdus tiamatea SARL4B,strain=type strain: SARL4B,,latest,Complete Genome,Major,Full,2013/08/01,HATI1,MPI BREMEN,GCA_000470655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/655/GCF_000470655.1_HATI1,,assembly from type material,1.0,2.0,2963.0,3146160.0,GCF_000470655.1_Halorhabdus tiamatea SARL4B_strain=type strain: SARL4B,0.594869721404,62.7428039261,96.0,@GCF_000470655.1_Halorhabdus_tiamatea_SARL4B_strain_type_strain__SARL4B,132.0,0.00753596,1.0
GCF_000021965.1,PRJNA224116,SAMN00001866,,representative genome,521011,475088,Methanosphaerula palustris E1-9c,strain=E1-9c,,latest,Complete Genome,Major,Full,2009/01/05,ASM2196v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000021965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/965/GCF_000021965.1_ASM2196v1,,assembly from type material,3.0,1.0,2696.0,2922917.0,GCF_000021965.1_Methanosphaerula palustris E1-9c_strain=E1-9c,0.764550904869,55.3536757972,138.0,@GCF_000021965.1_Methanosphaerula_palustris_E1-9c_strain_E1-9c,117.0,0.0482542,210.0
GCF_000019605.1,PRJNA224116,SAMN02598368,,na,374847,498846,Candidatus Korarchaeum cryptofilum OPF8,,,latest,Complete Genome,Major,Full,2008/03/18,ASM1960v1,US DOE Joint Genome Institute,GCA_000019605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/605/GCF_000019605.1_ASM1960v1,,,1.0,1.0,1645.0,1590757.0,GCF_000019605.1_Candidatus Korarchaeum cryptofilum OPF8,0.456946030435,49.0006958951,343.0,@GCF_000019605.1_Candidatus_Korarchaeum_cryptofilum_OPF8,84.0,0.492642,120.0
GCF_000213215.1,PRJNA224116,SAMN02602984,,representative genome,933801,563177,Acidianus hospitalis W1,strain=W1,,latest,Complete Genome,Major,Full,2011/05/12,ASM21321v1,"Archaea Centre, Department of Biology, University of Copenhagen, Copenhagen 2200 N, Denmark",GCA_000213215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/215/GCF_000213215.1_ASM21321v1,,,1.0,1.0,2332.0,2137654.0,GCF_000213215.1_Acidianus hospitalis W1_strain=W1,0.336709059612,34.1481362278,425.0,@GCF_000213215.1_Acidianus_hospitalis_W1_strain_W1,110.0,0.0330898,11.0
